Financial Year,Productivity
2011/12,13.7
2012/13,12.6
2013/14,15.7
2014/15,16.669926650366747
2015/16,18.164102564102564
2016/17,12.714497041420119
2017/18,8
2018/19,8.76634768740032
2019/20,7
2020/21,4
2021/22,5
